Tweet,HS,Abusive,Label,Sentiment
 haha bawa perasaan bang cebong pejuang kok bawa perasaan xf xf x x ,1,1,Toxic,Negative
 terima kasih iya dom yoyakarta universitas kristen ,0,0,Netral,Positive
 eh lgbt tidak uh kamu bilang gue ganteng maaf gue normal dan suka cewek beda sama kamu yang suka laki ,0,1,Abusive,Negative
karyawan pt sopindo ds halimbe deklarasi anti hoaks amp pilihan kepala daerah damai,0,0,Netral,Positive
pada df diajak sutiyoso bergabung dengan low back pain abdullah makhmud hendropriyono dan kawan kawan yang sudah mempersiapkan jokowi jadi presiden ri df jadi donatur utama pencitraan jokowi susilo bambang yudhoyono yang sudah berkoalisi dengan low back pain abdullah makhmud hendropriyono dan kawan kawan mengangkat df jadi menteri perumahan oktober untuk memudahkan,0,0,Netral,Positive
buku lawas begitu tangklukan abangan dan tarekat kebangkitan agama di jawa oleh ahmad syafii i mufid tahun halaman harga minat ,0,0,Netral,Positive
 amit amit itu mulut apa congor satwa yang namanya anjing sih ,1,1,Toxic,Negative
 ternyata hanya rekayasa kacung asing rekan buat maluuuuu dan ganti presiden ,1,1,Toxic,Negative
 perseteruan guru ketiga murid yang berseteru karena perbedaan ideologi masing soekarno dengan nasionalisme musso dengan komunis dan kartosoewirjo dengan islam radikal keduanya melawan soekarno dan harus mati demi keutuhan negara kesatuan republik indonesia ,0,0,Netral,Positive
 dia sudah berulang kali dilaporkan masyarakat terkait ujaran kebencian amp fitnah serta penodaan agama amp ulama tetapi prosesnya di polisi super lambat tak sesigap saat polisi menangkap aktivis surat pemberitahuan tahunan ustaz alfian amp bang jonru ginting ,1,0,Hatespeech,Negative
 ibu human resources departement nya memang bayiiiik huh masa lupa sih kamu dasar gembrot xf xf x xa xf xf x xa xf xf x xa xf xf x xa xf xf x xa uniform resource locator,0,1,Abusive,Negative
raja yang tidak jujur itu seperti joki yang menunggangi buaya untuk selamat dan dia tidak boleh turun ,0,0,Netral,Positive
turunkan jokowi apapun makanan nya minum nya teh botol apapun masalah nya muara nya turunkan jokowi,1,0,Hatespeech,Negative
lebih aneh lagi lagunya tetap sama mic yang sama cuma itu doang abang bisa apa,0,0,Netral,Positive
harusnya pemerintah indonesia mengeluarkan rancangan undang undang anti buddha biar buddha di indonesia di usir dari indonesia,1,0,Hatespeech,Negative
hikayat misa melayu hikayat yang menceritakan salah silah kesultanan perak serta budaya di negeri perak hikayat di karang oleh pengarang raja chulan ibn raja hamid,0,0,Netral,Positive
 kapal kita karam monyet kasihan patah hati ,0,1,Abusive,Negative
 ada apa dengan mayoritas etnis cina di daerah khusus ibukota mengapa begitu solid mendukung penista agama islam dan dendam tidak nasionalis ,1,0,Hatespeech,Negative
tau enggak reaksi pakde dengar mulut alfian tanjung yang rusak dan menebar fitnah ini eh cuma senyum saja dasar jokowi diktator ,1,0,Hatespeech,Negative
 sebentar lagi sih joko juga nyungsep kayak oh oke bersantai saja kali hehe,1,0,Hatespeech,Negative
partai politik koalisi pendukung gaduh jokowi akan sulit menangkan pemilihan presiden ganti presiden ,1,0,Hatespeech,Negative
dan ajeng pasti paham sih babi ahok kalau bicara santun bangsat tai anjing setan kamu dengan intonasi yang familiar tuntunan,1,1,Toxic,Negative
 gobloknya banget lek mempertahankan jokowi utang banyak sing go bangun pirang persen podo tidak melek data picek ,1,1,Toxic,Negative
 saya lengket seperti permen karet yang menempel di pantat guru ,0,1,Abusive,Negative
 kayak komunis saja tidak menghargai jasad manusia cebong komunis ,1,1,Toxic,Negative
dalam agama kristen kita diajarkan tidak boleh saling menghakimi silakan jika diperbolehkan pada agama sobat,0,0,Netral,Positive
kalau tidak jadi presiden tolong serahkan saja daftarnya pak yang terpenting orang tersebut dibuat merana ganti presiden,1,0,Hatespeech,Negative
fakta bapak prabowo yang cebong tidak mau akui prabowo ketua partai dilan petugas partai prabowo seorang militer dilan tukang kayu prabowo gagah dan tampan dilan tidak tega menulisnya prabowo pandai bahasa inggris dan jerman dilan anu ,1,1,Toxic,Negative
barusan sampai di iseng tanya sopir taksi soal gubernur baru menyesal tidak pilih ahok katanya merasa ditipu,1,0,Hatespeech,Negative
seram yel tikus dalam lubang jamban xf xf xa xa ,0,0,Netral,Positive
 kampret kan kalau salah ketik nya di email kantor ketika gue merasa mengetik kata serpong ternyata pas sudah ke kirim tidak ada r nya xf xf x x ,0,1,Abusive,Negative
sekarang kita berada di rejim partai komunis indonesia lengserkan jokowi pemimpin tukang mengkriminalisasi ulama,1,0,Hatespeech,Negative
 he poop onta tidak boleh songong ya ,1,1,Toxic,Negative
perodua terus bekal alat ganti myvi lama,0,0,Netral,Positive
 makanya jangan terlarut boros dengan janji jika tidak bisa ditepati atau diubah saja undang undang pemilihan presiden langsung jadi periode tahun jika janji rezim tidak bisa dilaksanakan dan bohongnya ketahuan jadi tidak akan bisa ngeles lagi meminta periode ,1,0,Hatespeech,Negative
 tidak salah lewat jalur hukum untung tai manusia tidak bisa berbicara coba kalau bisa berbicara mungkin tai yang menuntut kalian xf xf x x nba xe x xa ,0,1,Abusive,Negative
 kalau katolik sama kristen reformis protestan sekarang justru lagi giatnya beroikumene dalam rangka penyatuan kembali seluruh pengikut kristus di bawah satu hierarki persis zaman r,0,0,Netral,Positive
 subhanallah sekolah di sekolah kristen namun iman dan kepercayaan terhadap allah dan agama islam semakin besar ,0,0,Netral,Positive
badan eksekutif mahasiswa ri tegas akan hentikan pencalonan jokowi di pemilihan presiden ,0,0,Netral,Positive
 mau kontol kirimkan dong ,0,1,Abusive,Negative
 anjing benar benar ayam kampus ya kamu ,1,1,Toxic,Negative
dewan pertimbangan presiden dewan pertimbangan presiden gelar temu wicara penguatan ideologi pancasila untuk menanggulangi konten bermuatan sara amp pelanggaran informasi transaksi elektronik hadir sebagai narasumber menteri agama ketua komisi penyiaran indonesia pemimpin media serta kementerian,0,0,Netral,Positive
 tidak juga saya dan istri menikah secara ekumene saya katolik istri protestan diperkenankan juga katolik dengan agama selain kristiani dengan izin khusus dari gereja dan itu sah ,0,0,Netral,Positive
 kayak tai mencret anjir ,0,1,Abusive,Negative
 tetap saja jakarta dan kecoak xc xb tetap jadi kacung asing ya xf xf x x ,1,1,Toxic,Negative
 contohilah demokrat jangankan cuma separtai besan pun dipidanakan partai demokrasi indonesia perjuangan isinya bajingan semua ,1,1,Toxic,Negative
 cebong kafir munafik alay goblok haha ,1,1,Toxic,Negative
kalau ucup bikin gerak cepat khusus anak jief mak kunti dan deh geng marah tidak ya ,0,0,Netral,Positive
kalau tidak mengerti masalah ekonomi mending tidak usah berbicara min respon tuit anda ini hampir semuanya negatif ,0,0,Netral,Positive
 sumpah gue ngaceng habis lihat video ini ngentot sambil mengisap kontol yang gagah begitu edan lihat bot nya sampai xe x xa ,0,1,Abusive,Negative
persiapan saya berharap cendana mau bantu habis habisnya untuk hambalang dan kalau gagal semua tamat dan karena sih sipit sudah menguasai lebih dari dan dan akan menjadi nya nu na nn ,0,0,Netral,Positive
 bbb for bukan bangsat biasa ,0,1,Abusive,Negative
 ayo bangsa indonesia bersihkan etnis cina perompak aset negara,1,0,Hatespeech,Negative
 kok kapan punya kader beginian waduh ini sih sudah partai bejat namanya memalukan ,1,1,Toxic,Negative
 cebong banyak yang emosi xf xf x x xf xf xa xa xf xf x x xf xf x x ,1,1,Toxic,Negative
budaya kota solo ,0,0,Netral,Positive
ingin memaki akun yang bilang mencari yang seumuran no om itu enakan sama om bego ,0,1,Abusive,Negative
via sandiaga uno bantah asma dewi relawan anies sandi uniform resource locator bokirnya anies sandi enak enak makan dan hidup mewah mau saja di tipu ,1,0,Hatespeech,Negative
 aku ikut kafir ,0,0,Netral,Positive
setelah gubernur dan wakil gubernur baru terasa suasana tenang dan sejuk di daerah khusus ibukota sebelumnya kita taulah suasananya kayak apa sekarang ada perasaan tenang dan sejuk ujar rizal ,0,0,Netral,Positive
 ganti presiden yang gantikan siapa mental kacung mw ganti presiden sekali kacung tetap kacung cuma kacung yang mw di pimpin sama kacung ,1,1,Toxic,Negative
 rizieq taunya pantat mana tau dia pancasila gara gara pantat pun dia kabur tidak pulang pulang ,1,1,Toxic,Negative
ternyata asimilasi itu masuk pola dominasi jadi ada budaya baru datang dan dia menghilangkan budaya lama nah itu kan masuknya dominasi soalnya dia menghilangkan budaya yang ada rumus asimilasi a b c,0,0,Netral,Positive
allah subhanahu wa taala pembohong dungu yang biadab tak memenuhi janjinya allah menjanjikan kamu harta rampasan yang banyak ,1,1,Toxic,Negative
bukan nya sok munafik sih memang itu dilarang sama agama ku kok kalau pun kita satu agama mungkin kamu belum membaca atau mempelajari dan xf xf x xf maaf ya bukannya apa dosa saya sudah banyak saya tidak mau menambah dosa hanya karena melakukan,0,0,Netral,Positive
 fiksi itu bersifat imajiner atau naratif dalam fiksi imajinasi tak ada hukumnya wajib percaya jadi boleh percaya boleh tidak sesuai narasi pemikiran masing orang dalam agama hukumnya wajib percaya pada firman,0,0,Netral,Positive
 bikin pertanyaan frame cebong banget ,1,1,Toxic,Negative
 mau masak eh malah di ajak ngentot sialan uniform resource locator,0,1,Abusive,Negative
kejar setoran ke cina sebelum pak djarot lengser rezim jongos cina sangat membahayakan bangsa negara hukum undang undang dan konstitusi dilabrak,1,1,Toxic,Negative
 kalau jokowi pengecut mundur dari jabatan presiden ,1,0,Hatespeech,Negative
 buku ini berisi pengalaman penulis selama menjadi buruh migran di jordania pengalaman saat bertugas di satuan tugas tenaga kerja indonesia staf khusus kementerian tenaga kerja dan transmigrasi dan staf khusus badan nasional penempatan dan perlindungan tenaga kerja indonesia gagasan cak imin harlahp,0,0,Netral,Positive
sudah udik gay lagi ,1,1,Toxic,Negative
retweeted nana kutip erdogan mengajak anies salat tepat di sampingnya anies berdiri diapit erdogan dan menteri menteri energi berat albayrak di saf terdepan sekelas gubernur ,0,0,Netral,Positive
 oi tai kok tidak ada yang mau join dan tag closed agency basic ,0,1,Abusive,Negative
agus jangan memprovokasi rakyat jangan anda merasa paling dekat dengan tuhan hingga yang lain anda anggap sebagai setan partai dan amin sebaiknya di periksa kejiwaannya ,1,1,Toxic,Negative
ide persamaan derajat itu berasal dari era reformasi luther di abad yang menolak dominasi politik dan ekonomi gereja katolik dengan cara mengajukan sebuah konsep baru yaitu menolak legitimasi religius dari kaum pendeta katolik demokrasi ,0,0,Netral,Positive
saya itu tidak pikir copras calon presiden sekarang mengurus hutang impor tarif dasar listrik naik bahan bakar minyak naik dolar tinggi pertumbuhan ekonomi cuma premium langka juta lapangan pekerjaan tidak sampai daya beli masyarakat melorot itu saja sudah pusing ganti presiden tidak,1,0,Hatespeech,Negative
 cina cuma jadi benalu negara kesatuan republik indonesia xf xf x xb xf xf x xb xf xf x xb ,1,1,Toxic,Negative
kenapa harus impor wakil gubernur dari jabar tapi tidak punya prestasi bagus khofifah emil jawa timur satu,0,0,Netral,Positive
para santri dukung pencegahan terorisme damai dari cirebon,0,0,Netral,Positive
 kan belum anjir ,0,1,Abusive,Negative
 kenapa para kecoa cuma komplain penggunaan bahasa cina di tempat umum sedangkan di tempat umum banyak yang menggunakan bahasa inggris tidak dipermasalahkan karena para kecoa takut sama orang bule pengecut doang xf xf x x xf xf x x,1,1,Toxic,Negative
trade war amp tensi geopolitik mereda fokus ke indikator ekonomi ,0,0,Netral,Positive
 member aku lah munafik itu xf xf x x xf xf x x xf xf x x ,0,0,Netral,Positive
tai adalah saat gue biasa saja dia baik banget amp mengejar mengejar gue eh pas gue sudah sayang nyaman dia malah jadi cuek amp pergi begitu saja ,0,1,Abusive,Negative
 sipit juga cakap ,0,0,Netral,Positive
isi lini masa danilla semua anjing ,0,1,Abusive,Negative
 kebijakan om jokowi yang diktator bukan wajah lugu nya om ,1,0,Hatespeech,Negative
 pakai kolak pisang sama es campur jadi kepancing buaya deh ,0,0,Netral,Positive
open follow for rupiah sekalian follow nih rupiah sok kecantikan padahal pacarnya kayak tai uniform resource locator,1,1,Toxic,Negative
kepala kerucut tradisi budaya yang bisa mematikan,0,0,Netral,Positive
gas tanpa batas dan bolehlah dan pemula ,0,0,Netral,Positive
 otak cebong ini susah iya memang baliho jokowi dimana mana itu bukan kampanye bagi sembako pakai anggaran pendapatan dan belanja negara itu bagaimana kamu ini waras ,1,1,Toxic,Negative
 bacot kamu ,1,1,Toxic,Negative
 xe x xa ,0,0,Netral,Positive
 ngewe ngewe berhadiah ,0,1,Abusive,Negative
kangmas mbakyu suka naik onta apa kapal alesannya apa jal dan mbah cempreng siap baca sms di yang mau jowal jawil ojek online lali kirim salam dan request lagu diberi palapa fm ditunggu ,0,0,Netral,Positive
anda didungukan diperbudak islam tiada tuhan merintahkan salat melainkan allah subhanahu wa taala biadab,1,1,Toxic,Negative
tim kagum hotel lagi di acara turnamen golf gubernur cup bandung giri gahana golf amp resort ,0,0,Netral,Positive
tapi tidak berpengaruh sih di wilayah sini karena sudah xe x xnaik kelas xe x x dari lama malah kacrut kemarin itu benar benar merugikan konsumen ,0,1,Abusive,Negative
putuskan hubungan diplomatik dengan myanmar atau jokowi kami turunkan uniform resource locator,1,0,Hatespeech,Negative
 adik orang lah sayang masa mami lahirkan anak tuyul ,0,0,Netral,Positive
guru privat di koja tk sekolah dasar sampai sama ujian nasional simak oi seleksi bersama masuk perguruan tinggi negeri matematika fisika kimia biologi akuntansi ekonomi ,0,0,Netral,Positive
 mas mas buat malu muslim saja mas ketika ahok anda diam ketika sukma anda diam ketika anda reaksi masih belum puas dengan pemamaran pak rocky ,1,0,Hatespeech,Negative
 ingat ya bapak ibu kalau tidak ada perbedaan di dunia ini semua mau di sama in aneh tidak coba simak dulu itu bagaikan masakan tanpa garam istilahnya dimana dunia pria semua bagus tidak atau cewek semua bagus tidak atau kristen semua atau islam semua ,0,0,Netral,Positive
 kalau ini paling takut sama rezim ,0,0,Netral,Positive
kecacatan lgbt diberi ruang kononnya kebebasan hak hedonisme dirancakkan lagi dengan radio head ,0,0,Netral,Positive
 syarat untuk menggunakan tai chi harus tau apa yang sedang dimainkan oleh lawan harus tau materi yang sedang dipergunakan oleh xe x xa ,0,0,Netral,Positive
 hadapi ,0,0,Netral,Positive
kerja ada anak kecil gue senyumi seketika anaknya menangis bilang ke papanya pah cici itu kayak vampir ada taringnya dan bangsat terima kasih lah deee gue sedot juga itu ubun ubun ,1,1,Toxic,Negative
muhammadiyah semakin kritis pemerintah jokowi mulai otoriter ,1,0,Hatespeech,Negative
kalau melihat agama dan kebudayaan jadi teringat bagaimana budaya mempengaruhi orang kristen yunani dan yahudi pada gereja purba dan konfliknya akhirnya rasul paulus pun turun tangan untuk meredakan konflik yang ada atau saat kita mempelajari hal itu dida,0,0,Netral,Positive
 mampus ucup di direct message sama mas raka ,1,1,Toxic,Negative
 duuuuhhhh jaya suprana yang kristen saja mau berguru dengan beliau lah yang mengakui muslim kok tidak,0,0,Netral,Positive
 haha mana gue memaki agama selain islam ayo haha debat kamu model begitu idih tidak level masa debat gara salah tangkap kalimat kan bikin malu malu dong sama cebong yang islam agamanya kamu hina haha sungguh kaum cebong kakak,1,1,Toxic,Negative
 sudah besar ireng kafir sekalian dan anjing ,1,1,Toxic,Negative
saya termasuk orang yang tidak percaya sejarah yang ditulis difilmkan tentang gs partai komunis indonesia saat ramainya saya kuliah lewat twitter tentang itu saya blok akun keluarga cendana yang sebelumnya follow saya dan saya tersentuh dengan nasib puluhan juta keluarga yang distigma humanit,0,0,Netral,Positive
 sih adalah dungu bin dungu begitu dungunya sampai mengira kalau ada operasi inteligen bikin anarkisme lalu ribuan massa yang terlibat semuanya anggota intel sudah tidak mutu sama sekali orang ini modalnya cuma mulut asal njeplak ,1,1,Toxic,Negative
 dasar duo homo sarap aduh pusing pala bebi ,1,1,Toxic,Negative
kalau kafir itu jokowi licik picik dan culas uniform resource locator,1,1,Toxic,Negative
 tes tes dan disini gue mau cerita cerita sekaligus haha gue mau cerita dokter forensik yang bisa berhubungan langsung sama makhluk gaib xe x xa ,0,0,Netral,Positive
tidak usah sok sokan kali mau mengurus lahan yang lain pak cak lah kok urus dulu wakilmu itu kok sudah betul baru lah kok ikut pilihan kepala daerah lagi ya pilgubsu sumatra utara register bajak tanah djarot calon narapidana pilihan kepala daerah,1,0,Hatespeech,Negative
jimin ganteng banget bangkai ,0,1,Abusive,Negative
di aceh ia bersekolah di sekolah kristen tapi banyak guru sekolahnya yang muslim ada yang pakai peci ada banyak teman buddha yany sekolah di aceh aceh tidak seperti yang banyak diberitakan saya tidak pernah dipaksa pakai jilbab tidak pernah dipaksa ,0,0,Netral,Positive
 gubernur gue ,0,0,Netral,Positive
malu dah nih gue tiap hari memikirkan jokowi memikirkan cebong kampret dan lain lain sementara hidup gue masih begini saja ke tetangga cuek ke orang jarang menyapa tapi cuma mentwit doang sudah merasa paling tau tentang negara aduh anjing ,1,1,Toxic,Negative
 iya pintar makanya malas juga sih meladeni orang bodoh kayak situ haha lah sesuatu itu yang tau sesuatu itu sendiri haha fan juventus biasanya tidak mengerti jadi tim sama fan sama sama apaaaaa ,1,1,Toxic,Negative
sebenarnya sudah cape mengurusi rezim well geduwel dan pendukungnya yang mampat kuping matanya inginnya tutup akun terus hidup normal di alam nyata tenang sejuk damai dan indah tapi ada tuntutan hati yang harus terus semangat ganti presiden xf xf x ,1,0,Hatespeech,Negative
 dari ribuan sperma yang berebut menetas menjadi kampret adalah sebuah kesalahan alam ,0,1,Abusive,Negative
 yang dongok bego itu kamu ,1,1,Toxic,Negative
presiden joko widodo mengajak para ulama untuk ikut mendinginkan situasi menjelang pelaksanaan pemilihan kepala daerah pilihan kepala daerah serentak dan pemilihan umum pemilihan umum jokowilanjutkan jkfc join kalimatan selatan andre opa aktivitas jokowi kornas,0,0,Netral,Positive
 sang gubernur sibuk jalan sang wakil gubernur sibuk mau mengganti presiden jadi ya sudahlah ,1,0,Hatespeech,Negative
 bacot x sih asing ini kan ki ,1,1,Toxic,Negative
pilihan kepala daerah ntt ,0,0,Netral,Positive
 ingattt cina komunis antek asing sekarang ada dibalik rezim,1,0,Hatespeech,Negative
bila hg sudah give up pakai seluar panjang haaaa kain batik juga malam niii panas gila woi ,0,1,Abusive,Negative
tak peduli panas dan hujan presiden jokowi terlihat tetap semangat meski baju putihnya basah kuyup inilah presiden yang pertama menginjakkan kakinya di tanah asmat papua,0,0,Netral,Positive
 ini bukti nyata bukan editan mereka tim hoaks pemenangan anies sandi uniform resource locator,1,0,Hatespeech,Negative
 anak kecil buta huruf dan huft ,0,0,Netral,Positive
 yang fitnah am intel yahudi belum dihukum ya ,0,0,Netral,Positive
golkar ingatkan bahaya gerakan kaos ganti presiden suara nasional,0,0,Netral,Positive
twitnya makanan ringan gue rt saja lah cape gue mengurus banci ,1,1,Toxic,Negative
 isis berulah semua orang golongan agama memusuhi muslim amp hujat islam termasuk kamu dodol ,1,0,Hatespeech,Negative
ejekan monyet kembali mencemari bola sepak uniform resource locator,0,1,Abusive,Negative
 tinggal lama di mesir jika tidak terpengaruh dengan budaya budaya baik di sini itu artinya kita masih belum jadi seorang pemerhati yang baik pemerhati yang baik bisa membedakan antara budaya orang yang baik dengan ,0,0,Netral,Positive
ulama apresiasi kinerja jokowi,0,0,Netral,Positive
 iya benar begitu beliau yang paling matang paling siap paling kuat untuk kalahkan pertahanan kalau jadi presiden juga tidak gampang didikte mafia get real lagian presiden ri tidak usah punya raja maker an untuk pengarah pendikte apaan indonesia,0,0,Netral,Positive
 mungkin abangnya batak kristen tapi lagi diajari sama tuhan untuk bertanggung jawab bagaimana masih sabar kan ,0,0,Netral,Positive
 aku suka lah marathon episode sebelum nih sebab alang tak buat pape sih azam nih memang kena dengan watak dari cerita hati batu lagi dia nih xe x xa ,0,0,Netral,Positive
 terus maunya sedikit sedikit nete begitu ,0,1,Abusive,Negative
mengemis like mengemis komen atau apa sih udik banget kayak baru main facebook ,1,1,Toxic,Negative
allah subhanahu wa taala dungu biadab mengajarkan muhammad cocok penis dengan istri ayatnya ada di alquran,1,1,Toxic,Negative
arjuna berjuang demi negara jangan jadi muhammad demi mengakui nabi menista bangsa sendiri menggulingkan pemerintah,1,1,Toxic,Negative
 sange aaaaaaaaaah memek gatal sayang ingin diseruduk kontol retweet sayang yang ingin ngentot xf xf x x ayo uniform resource locator,0,1,Abusive,Negative
memaki gue monyet tetapi mt gue di rt love wkwk uniform resource locator,0,1,Abusive,Negative
 jadi clear islam nusantara bukan agama cuma budaya doang ya bro yang di pengaruhi ajaran islam by the way secara tidak langsung bisa di bilang kafir ya pe menganutnya kalau mengacu ucapan kamu ,1,1,Toxic,Negative
demo tentang rohingya hampir diseluruh negara kok dituduh mw tumbangkan jokowi memang warga rusia kenal jokowi ya pak,1,0,Hatespeech,Negative
islam nusantara sudah dipromosikan rezim lalu hindu nusantara buddha nusantara dan kristen nusantara kapan xf xf x x xf xf x x xf xf x x dan jahat amat sih masak agama non islam tidak diakui di negeri ini xf xf x xf xf ,0,0,Netral,Positive
warga jakarta meminta pak tidak melantik anies sandi karena sudah jelas mereka terlibat dalam lingkaran saracen politic id,1,0,Hatespeech,Negative
we belong together feat ini si park bom tahun rilis video musik dan tahun rilis lagu kuis big bang mtvn ,0,0,Netral,Positive
debat pertama pilihan kepala daerah jawa tengah di kompas televisi jumat april mantapkan hati pilih calon pemimpin sesuai aspirasi masing masing pilihan kepala daerah jawa tengah becik tur menyenangkan ,0,0,Netral,Positive
 mas yang komen dilapakmu banyak sekali dari bani xf xf xa x ,0,0,Netral,Positive
 bukan soal itu pak fadli karena bapak wakil rakyat sebenarnya memberikan contoh nanti bapak bilang bapak jokowi makanya susah ekonomi,0,0,Netral,Positive
angry burung the film akan segera tayang di bulan ini sambil menanti ada beberapa pelengkap untuk sih kecil nih ,0,0,Netral,Positive
he bisa tidak tutup congor kamu yang bau itu bacot mulu pekerjaan kamu ,1,1,Toxic,Negative
allah subhanahu wa taala yang di sembah muslim berkoar sombong paling kuasa paling besar paling sakti nyatanya dungu biadab,1,1,Toxic,Negative
 kasihan banget anjing ,0,1,Abusive,Negative
banyak warga negara asing asing ke indonesia karena mau ikut mencoblos ini bukan cina ganti presiden ganti presiden ganti presiden,1,0,Hatespeech,Negative
hakim bubarkan komisi pemberantasan korupsi ,1,0,Hatespeech,Negative
metro televisi sedang sibuk acara membela jokowi tidak otoriter faktanya rakyat yang merasakan kebijakan yang main gunakan peraturan pemerintah pengganti undang undang semaunya saja ,1,0,Hatespeech,Negative
 itu bukan kisahnya dik kisahnya apa yang dia kutipan bukan band yang dibincang kan hentam orang agama administrasi kebijakan kesehatan uniform resource locator kalau sampai kata kenapa orang islam boleh percaya nabi naik langit ke percaya binatang burak bulan tabela,0,0,Netral,Positive
seorang pembela mengotot rocky gerung tidak salah dia tidak menyebutkan kitab suci agama apa yang dibilang fiksi buat apa kami tersinggung alquran itu kitab suci bukan kitab suci dong kami akan membela alquran sampai mati kamu sudah man,0,0,Netral,Positive
tai ngechord di belakangnya capo wkwk ,0,1,Abusive,Negative
cacat kalau on di sini masih karakter ,0,1,Abusive,Negative
 kucing i kalau terbuka pintu sikit terus panjat pagar xf xf x x xf xf x x belajar dari monyet ke apa ,0,0,Netral,Positive
ini bukan soal budaya saya kira tapi etika dalam berpolitik ,0,0,Netral,Positive
pagi civa februari oi bagi mahasiswa i semester februari oi bisa mendaftar untuk mengikuti pelatihan perencanaan karir fakultas ekonomi dan bisnis universitas indonesia registrasikan dirimu dulu untuk mendapat detail informasinya dari cdc februari oi register ,0,0,Netral,Positive
akibat pilek bindeng kuping berasa budek xf xf x x ,0,0,Netral,Positive
contoh kelakuan iblis kafir ketika tersandung kasus dia berpeci seolah olah seorang muslim pelakunya padahal kafir kristen begitu cara mereka merusak islam sehingga muncul stigma negatif terhadap islam di bantu media yang semakin kurang ajar ,1,1,Toxic,Negative
komisi pemberantasan korupsi tak boleh lemah mending dewan perwakilan rakyat yang bubar uniform resource locator,1,0,Hatespeech,Negative
allah subhanahu wa taala dungu biadab tak berkaca pak lukman tak bisa kasih makan muhammad janjikan rampasan masih mengakui tuhan,1,1,Toxic,Negative
jawa timur anti hoaks dan mendukung pilihan kepala daerah damai,0,0,Netral,Positive
 ya kali ada dimana daerah mana transmigran dari p jawa ke p kalimantan selatan banjarmasin dan cerita lulusan pondok pesantren saking miskin nya masuk sekolah negeri itu ternyata sekolah kristen nkt di beri dengan bungkus mie goreng padahal apa,0,0,Netral,Positive
 kartosuwiryo be like dan jangan mau dipimpin oleh presiden yang tunduk pada kepentingan asing dan asing ganti presiden ,1,0,Hatespeech,Negative
tugas umat islam indonesia masih berat tegakkan hukum atau lengserkan jokowi ,1,0,Hatespeech,Negative
alay kamu tong kampungan ,1,1,Toxic,Negative
tidak ada jarak antara pak dengan alim ulama yang terjadi adalah ada kelompok politik yang berusaha menciptakan kesan atau citra presiden berjarak dengan ulama fakta insya allah menang melawan fiksi ,0,0,Netral,Positive
lupakan biarkan karam dengan kapal munafiknya kita bangun jabar dengan kapal yang bersih delete partai pendukung penista agama dari hati,1,0,Hatespeech,Negative
 memang keparat orang orang seperti mereka ini ,1,1,Toxic,Negative
ayo pancing keluar antek komunis yang ada di negara kesatuan republik indonesia dengan menyelenggarakan menonton bareng film pengkhianatan tidak si partai komunis indonesia,1,0,Hatespeech,Negative
 diejek monyet ,0,1,Abusive,Negative
 betul prof kalau katolik indonesia induknya konferensi waligereja indonesia kalau kristen indonesia induknya pagi anggotanya ada kristen jawa protestan huria kristen batak protestan maranata dan lain lain ,0,0,Netral,Positive
 bertanya ke uwm surabaya atau lembaga pendidikan katolik coba kik menyenangkan tau ramah banget nanti malah calon customer yang sungkan xf xf x x ,0,0,Netral,Positive
saat paul pogba selebrasi gol terdengar tiruan suara monyet uniform resource locator,0,0,Netral,Positive
 semoga dis najib di lindungi allah dari kejahatan kaum kafir dan munafik yang memusuhinya amin ya robi ,1,1,Toxic,Negative
 kamu tau dia duduk bareng sama keluarganya saja vibe nya orang kaya banget najis ,1,1,Toxic,Negative
 nih sompret nikah mulu bagaimana cara merayu nya ya xf xf x x ,0,1,Abusive,Negative
 karena partai komunis indonesia adalah cara soeharto menyingkirkan soekarno sekarang mau ditiru oleh prabowo mungkin karena masih menantu ,1,0,Hatespeech,Negative
 cashier itu indon kan haha mesti dia gelak padan mula kamu makan itu babi berengsek ,1,1,Toxic,Negative
 saya jadi tau apa itu fiksi berkat penjelasan pak rocky tetapi saya kurang sreg kitab suci di katakan fiksi khususnya untuk kitab suci al qur an jadi ingin tau pandangan para ulama tentang apa yang di katakan pak rocky ini ,0,0,Netral,Positive
 aduh masih sempetnya ada tagar ganti kalender di twit nya international association of athletics federations dasar onta xf xf x x ,1,1,Toxic,Negative
ketua dewan perwakilan rakyat budaya tak identik pertunjukan seni medcom id,0,0,Netral,Positive
badan penyelenggara jaminan sosial mengaku rugi perusahaan listrik negara pertamina sama rugi negara juga rugi anehnya presiden mengakui hebat kalah sama tukang pisang omzet katanya triliunan dagelan ,0,0,Netral,Positive
wakil gubernur daerah khusus ibukota jakarta selasa menghadiri sosialisasi sekaligus meluncurkan aplikasi oyes di pasar koja baru jakarta utara dengan aplikasi tersebut pedagang di lingkungan pada pasar jaya bisa mengakses layanan pembelian dan antaran pekerjaan rumah,0,0,Netral,Positive
aliran dukungan kepada pasangan tubagus tb hasanudin dan anton charliyan hasanah di pemilihan gubernur pilihan gubernur jawa barat bertambah pundi pundi dukungan perolehan suara itu kali ini datang dari para budayawan sunda kita hasanah hasanah,0,0,Netral,Positive
 sipit sipit in saja lah biar senang hati adik ,0,0,Netral,Positive
 najis banget kalau tidak niat buat flash sale tidak usah buat lah barang sudah mau dibayar tiba tiba hilang ,1,1,Toxic,Negative
 lah tidak apa biar sarap nya menambah ,0,1,Abusive,Negative
